,Open,High,Low,Close,Volume,MACD,Signal,RSI,CCI,ADX
2016-03-01,83.05348983301641,84.56081359803404,82.92159731200505,84.3912353515625,3962771,1.852397964424739,1.4835093328898161,65.8852711784069,87.90847478612854,29.10007276125151
2016-03-02,83.97043208125056,86.31934662491275,83.66896636261032,85.60336303710938,5457191,1.9948512960585987,1.5857777255235725,76.43578835151105,103.41934629246126,30.228697992135032
2016-03-03,86.1811813721014,86.64594022607388,85.4589226164629,86.54544830322266,5393594,2.1588787845664257,1.7003979373321434,83.66516436305703,113.21283727510652,26.80468964015151
2016-03-04,86.38215519367189,87.56288767254695,86.05556897457038,86.54544830322266,4150946,2.2627877424051377,1.8128758983467423,81.6943826109729,111.72904443510126,25.41837555182181
2016-03-07,86.2188456823965,88.24744892853253,85.9613458297156,88.02135467529297,5408866,2.4361472605076813,1.9375301707789303,82.13360047209662,114.70836324123735,25.29441396443569
2016-03-08,87.74502625691116,88.14698392467305,86.30679387462052,87.34307861328125,5835739,2.4901003907066723,2.048044214764479,76.13867324730519,103.94970697217435,24.302438997191057
2016-03-09,87.49382387513285,89.29004833672843,87.4435728944644,88.18467712402344,4609199,2.5711302127655813,2.1526614143646996,70.10107765033575,119.60626207288503,25.29444514264887
2016-03-10,88.7059357383879,88.85038345751295,86.72757336180773,88.04647827148438,4205548,2.594290076993616,2.240987146890483,68.33411853741539,108.1568423174654,26.154183802045637
2016-03-11,89.013690256689,89.76106948652144,88.24746565879298,89.40936279296875,4625307,2.6915908432508786,2.3311078861625623,70.57967893272487,130.60426176645467,22.85306988350283
2016-03-14,89.18953729198047,89.9306413627689,88.58033074003957,89.67314147949219,4235045,2.7581924118275083,2.4165247912955516,76.05417443685685,123.39374187594319,20.36354566114528
2016-03-15,89.02000193358705,90.01859623197161,88.89438949867949,89.78621673583984,3878045,2.787960984160833,2.490812029868608,75.78677996306357,117.49865297597681,18.927791230238622
2016-03-16,89.57264555918121,90.99204243095345,89.25234450801003,90.93551635742188,4416107,2.8711943256403742,2.5668884890229613,75.94547673247554,128.13131093225653,17.581106944497233
2016-03-17,90.92923586828424,92.52448614794524,90.72198695359856,92.3486328125,6089394,3.0164127083939434,2.656793332897158,88.27127417389532,149.68373206055037,19.257567175195135
2016-03-18,92.57471880538154,92.64380510465412,91.38770150783893,92.38002014160156,12645826,3.0983165535178614,2.7450979770212984,93.03314653847957,139.55493078279147,18.889274949527497
2016-03-21,92.51192577308642,93.39747757931536,92.1476588662182,93.34723663330078,3892794,3.2043346531263666,2.836945312242312,92.28936930575719,142.66260367356458,16.683703296148526
2016-03-22,92.9892661645769,93.75549088772937,92.8510935072084,93.01439666748048,4269667,3.224329296251341,2.914422109044118,88.16318512727243,132.41849551781692,15.713017230038835
2016-03-23,92.9515650360274,92.9704104030336,91.14905580254153,91.31863403320312,4983353,3.0679756093983457,2.9451328091149636,72.80909051799883,89.66268949214793,14.87175597274377
2016-03-24,91.0548554668501,93.08974425830094,90.74711461148854,92.920166015625,5276547,3.03827113414377,2.963760474120725,76.41850373758906,91.06040171522655,13.773951385964892
2016-03-28,92.79456415414664,93.35980491793129,92.4679779286358,93.20279693603516,3415295,3.002920280981101,2.9715924354928003,73.83017933109795,101.17811478766416,16.507963862904493
2016-03-29,92.6940621437307,94.05693297869152,92.63753606867614,93.78687286376952,3282871,2.987595381359739,2.9747930246661882,79.894946606117,105.04854833072439,16.70097013296192
2016-03-30,94.1762821155556,94.46518766399647,93.1525574689412,93.2090835571289,3484435,2.895450567948771,2.958924533322705,73.89482285308746,98.41004897231319,17.895390165995487
2016-03-31,94.07578731750664,96.15463191178802,93.8057171526958,95.11834716796876,7092508,2.9425666794692944,2.955652962552023,78.78334888030743,125.802146082624,16.481294085088113
2016-04-01,94.52800061910214,96.06673535832904,94.3647074658608,95.79039001464844,4106073,2.9995577440200094,2.9644339188456206,77.5191099903661,124.8033657647793,14.61354893265442
2016-04-04,95.67731205129635,96.41841617366632,95.4072519127803,95.50774383544922,4112035,2.9874785951817984,2.9690428541128564,75.12169066754622,126.23434073737653,15.124224157974364
2016-04-05,95.10579960571746,95.21256665006334,93.98786815762546,94.20768737792967,3490502,2.840261327028557,2.9432865486959967,67.27182884428882,83.05666244482079,15.566809353251655
2016-04-06,94.1448839285823,94.30189192553595,92.8322537697946,94.22024536132812,4387552,2.6935542885239983,2.893340096661597,64.08193463388723,56.25760940099692,15.95038318915864
2016-04-07,93.62355062246851,93.95641181486512,92.95153308532858,93.10855102539062,3831498,2.4592349319738673,2.8065190637240516,53.34427004500481,34.966339206589986,16.587028478332368
2016-04-08,93.6172847755791,94.20137078272164,93.02692366305332,93.79942321777344,3445315,2.3027382328500323,2.705762897549248,55.903857162985354,42.17535772447352,16.138050173059163
2016-04-11,94.37097041565735,95.43237566223466,93.71779795622518,93.73663330078124,4023021,2.148875945481848,2.594385507135768,51.751427008604196,65.71411468921623,16.22370245532178
2016-04-12,93.96272815463152,94.27675411493752,93.31583086723133,93.97528839111328,3761207,2.0228779674793316,2.4800839992044805,54.35882563036254,37.942207006617366,16.297934433282716
2016-04-13,94.67869786271028,94.98016357421876,93.97528455194436,94.98016357421876,3314146,1.9812698458449773,2.3803211685325802,67.72025332159672,78.98427362071186,18.223743972679333
2016-04-14,95.14974707450442,95.941092105082,94.44632370058464,94.93620300292967,3322619,1.922585490207041,2.2887740328674724,61.488816657883994,103.10065864362213,21.824027277174036
2016-04-15,94.8608323838236,95.52656495905642,94.81059144203408,95.28791046142578,3825850,1.882754347975208,2.2075700958890194,61.789644783567375,99.13586244331164,23.321444084890665
2016-04-18,95.28791623261932,96.17974312404966,95.1434584800296,95.796630859375,6884458,1.8706734067698534,2.140190758065186,61.461236643865064,119.34039973065427,25.938257286461067
2016-04-19,91.99064836168048,92.2921140777191,89.56636239721412,90.4393539428711,13796949,1.4125289448876401,1.994658395429677,39.777422101677885,-203.49014449126867,28.206162061155418
2016-04-20,90.59009945896416,92.4491349595867,90.43936657988306,91.76455688476562,7064998,1.1432008525112423,1.8243668868459901,37.06404707449975,-137.42441543837393,26.203325314590483
2016-04-21,92.05974336859532,94.2830356921636,91.98437192040056,93.76803588867188,6294514,1.0789825713027597,1.6752900237373443,42.92610834283377,-36.626378137072344,28.34990346534597
2016-04-22,93.85599643321493,94.83575539208115,92.63757284316756,93.265625,5430727,0.97629464395132,1.5354909477801395,42.276151392994116,-27.420552630242323,27.91173418849786
2016-04-25,93.05207904203536,93.5168379799539,92.39262135398327,93.46031188964844,2979949,0.9002458528194381,1.4084419287879992,47.213134341945874,-59.160104013400826,27.531987481896163
2016-04-26,93.35981500960752,94.07579875008722,92.88878098887082,93.62987518310548,3116871,0.8439306711791232,1.2955396772662242,47.824064778930946,-31.42762877530794,28.414623622618514
2016-04-27,93.79942487163876,94.6975368152894,93.56076035613702,94.50283813476562,3254315,0.859829716793584,1.2083976851716962,55.23099716169626,15.935015408532838,26.60378281894378
2016-04-28,94.05063380157485,94.32070390029152,92.1539281502281,92.36746215820312,3965909,0.692144222015969,1.1051469925405508,45.153014845941875,-67.4104295852677,25.034387455759013
2016-04-29,92.00321508732084,92.53706024612208,90.55869761015587,91.65778350830078,4420187,0.49626647230320486,0.9833708884930817,43.25861071649304,-145.31503878012302,23.67424480766555
2016-05-02,92.04717229242242,92.32351755980407,90.70943184615808,91.23699188232422,3663510,0.30357811735288465,0.8474123342650424,41.22379835036344,-139.11752519468794,21.771603709106937
2016-05-03,90.84759758008298,91.00461558708872,89.74851162757152,90.52101135253906,3749178,0.09203662186929762,0.6963371917858935,35.438835485523285,-169.59175863257687,20.12264809035614
2016-05-04,90.03740132001299,91.06740077230312,90.00599571930424,90.59636688232422,2695647,-0.06873860010070132,0.5433220334085745,35.857454490485935,-134.95538968879555,17.601823393240483
2016-05-05,91.66402977181528,92.51189052132366,91.35000393062153,91.99061584472656,6800255,-0.08269660777615684,0.4181183051716283,39.93852059238883,-55.97344619700118,20.30066247954787
2016-05-06,91.85746174422512,93.82954298105076,91.61015836669522,93.39835357666016,5121007,0.019608209359148532,0.33841628600913237,43.06244805338402,-4.750547824615242,25.033523433912613
2016-05-09,93.65837572643692,93.97543224354156,93.22084036425888,93.43009948730467,4500310,0.1020705380566369,0.2911471364186333,62.503931371804704,27.948909168975973,23.122114313925763
2016-05-10,94.00077488770472,95.14217607912684,93.6837184389281,95.09778594970705,4176364,0.2985493961388386,0.2926275883626744,63.547834327394646,80.62649675952915,23.785192810163874
2016-05-11,94.932937157343,95.80801799978056,94.31785136205136,94.45101165771484,3235278,0.3974890206752093,0.31359987482518137,53.120035578283016,90.40571745523947,25.449899657956607
2016-05-12,94.615885769955,94.73002895577984,93.28425237852623,94.38126373291016,3398663,0.4649120940947853,0.34386231867910216,55.30633084471499,58.38528661985494,26.892645592710302
2016-05-13,94.34954646936608,95.02803942186682,93.48081153789552,93.6710433959961,2508308,0.4557825424720221,0.3662463634376862,50.95544970579995,60.03990502728982,28.682178069377706
