Date,Open,High,Low,Close,Volume,MACD,Signal,RSI,CCI,ADX
2016-02-01,21.73066352079463,21.7847250192635,21.48963726349851,21.72165298461914,163774000,-0.42323302320243883,-0.41422788848659764,46.33640052647985,-67.60297956867088,47.813098365316314
2016-02-02,21.49413015879256,21.633790816826192,21.23733603038917,21.28238868713379,149428800,-0.4455184184175671,-0.42048599447279156,40.61001141848982,-100.54323619006836,46.31635486631789
2016-02-03,21.39953029534824,21.814004583516876,21.19229315126392,21.703628540039062,183857200,-0.42429817377124834,-0.42124843033248294,48.1741935483871,-66.48411886317732,46.17357131085589
2016-02-04,21.71041854260721,22.04334511840949,21.558677038559985,21.878013610839844,185886800,-0.3889262593688443,-0.41478399613975525,45.583628022436336,-15.646846506274954,41.35185227306785
2016-02-05,21.85989081500036,21.950483334536827,21.218952497481062,21.293689727783203,185672400,-0.40339374434732633,-0.41250594578126953,45.2433470313735,-73.38259807578166,37.17302910698488
2016-02-08,21.092127482518418,21.674182274657653,21.07174506774626,21.517911911010746,216085600,-0.392244918881012,-0.40845374040121807,47.96359347260394,-78.42772760555597,33.5513823630463
2016-02-09,21.35483872786489,21.728531761524334,21.27330563950616,21.51337432861328,177324800,-0.3794020289333453,-0.40264339810764355,47.68490824478476,-58.74488013599284,30.23864362039615
2016-02-10,21.724008249160672,21.82139492925972,21.311813825280545,21.35031509399414,169374400,-0.3780238400957181,-0.39771948650525846,47.28630298011843,-56.194344858169075,26.248212126614668
2016-02-11,21.24160033957288,21.45222721456371,20.9698227791187,21.221216201782227,200298800,-0.3829345856547022,-0.39476250633514726,34.61083401332917,-105.64926948150016,22.789838165337382
2016-02-12,21.332194787425067,21.40240317613025,21.0649477791782,21.28689765930176,161405600,-0.3771785625081385,-0.3912457175697456,38.639630528088034,-91.92134522408003,21.06894709113393
2016-02-16,21.520180142186295,21.93463994492405,21.427324019335146,21.8870792388916,196231600,-0.3204927937222344,-0.37709513280024337,44.078042540716204,16.833450594984523,22.74608905246475
2016-02-17,21.893856236937253,22.24263620267577,21.77608720866967,22.22225379943848,179452800,-0.24569095529965068,-0.3508142973001248,63.93460515040816,82.54193043477741,20.092356364895352
2016-02-18,22.38532646219024,22.396651175658235,21.762505235441324,21.801008224487305,156084000,-0.21788926501823624,-0.32422929084374713,56.739282763613964,56.821862159304146,19.15395840332195
2016-02-19,21.742125037386337,21.91425067774679,21.69682963472199,21.751184463500977,141496800,-0.19759879043178685,-0.2989031907613551,47.70186906454835,16.098722702234785,18.34068016995834
2016-02-22,21.812337224779476,21.9459616233322,21.724009964680704,21.941431045532227,137123200,-0.16427349137230607,-0.2719772508835453,52.88992710161581,45.33616198086415,17.960477247309733
2016-02-23,21.832723703372665,21.855371411066518,21.413735063353776,21.44544219970703,127770400,-0.17585792577760273,-0.2527533858623568,52.11252500201398,-12.64602958481142,17.63096804768094
2016-02-24,21.28463866412884,21.82819049492388,21.13516070112382,21.7647762298584,145022800,-0.1574560309460047,-0.23369391487908636,50.813717791024864,-0.035237612903092956,17.345393408002654
2016-02-25,21.753448503653868,21.914249420166016,21.572263447576336,21.914249420166016,110330800,-0.1293204339913423,-0.21281921870153755,50.48542349737946,64.43114113395808,18.699426128687577
2016-02-26,22.013902842621285,22.19961677451011,21.87348604528401,21.948225021362305,115964400,-0.10309283361528898,-0.19087394168428784,60.28482767260457,119.83652794713716,22.08065939483215
2016-02-29,21.93690062201949,22.24717951851221,21.889339925986423,21.898399353027344,140865200,-0.08534399394435965,-0.16976795213630222,56.3253350142972,107.84246566881653,24.24374464935176
2016-03-01,22.115818525109407,22.82243649472265,22.06372725606052,22.768081665039062,201628400,-0.0010892599796541447,-0.13603221370497262,66.19900534756195,216.60914381153086,22.504714844324198
2016-03-02,22.763552504434063,22.84961446091474,22.566513873652035,22.817907333374023,132678400,0.06890939413314356,-0.0950438921373494,69.51815010062951,221.85905524989184,21.943208597295246
2016-03-03,22.779406551271965,23.035328865537437,22.74996298371058,22.987768173217773,147822800,0.13651650473174826,-0.04873181276352988,73.24214966207632,210.04961807967788,19.854694257166773
2016-03-04,23.184808407562382,23.49735086204157,22.958327917325843,23.32975578308105,184220400,0.21521035792793697,0.004056621374763494,75.05574722807836,211.33529479716248,19.56886617563534
