,Open,High,Low,Close,Volume,MACD,Signal,RSI,CCI,ADX
2016-03-01,44.847950104854334,46.273369558004646,44.80395296307256,46.26457214355469,33024500,-0.029212009361948788,-0.16344883830764062,67.7748746348794,59.66272337563222,33.28067830416647
2016-03-02,46.1149775917262,46.598915820429816,45.89500536445093,46.590118408203125,29289900,0.07035108810198665,-0.11668885302571518,67.59525252679603,103.47684366852668,29.26145668188816
2016-03-03,46.60772078425659,46.60772078425659,45.560650740014864,46.06218719482422,24427800,0.10544047122325395,-0.07226298817592136,63.962221334142,79.54558841602828,25.81347357743505
2016-03-04,46.106193425629954,46.15018721242229,45.49906775575909,45.78063201904297,33034200,0.10927031040154134,-0.03595632846042882,59.16591255437179,58.31203348977816,22.825221553575687
2016-03-07,45.36706968481476,45.5782411262391,44.504779026561344,44.900726318359375,38407800,0.040833743202917105,-0.02059831412775964,49.71035010330142,-2.166410384962776,20.235403132897574
2016-03-08,44.698366047463054,45.868620173075485,44.52238755443352,45.44627380371094,33835100,0.03026946581663026,-0.010424758138881659,46.01041939970743,11.45399355733055,19.55909252919802
2016-03-09,45.65745547211346,46.502148398845776,45.63105986706287,46.493350982666016,28251600,0.10517518338427578,0.01269523016574983,53.06314832022086,87.98651596021439,20.29026982711729
2016-03-10,46.57252872392753,46.58132613775923,45.01512466790484,45.79822540283203,38387800,0.1072118083478415,0.031598545802168164,51.042582160583954,42.90617698198359,20.457721315073396
2016-03-11,46.63411726668422,46.695709228515625,46.08858702338737,46.695709228515625,32275700,0.17917981903369196,0.06111480044847292,51.87164556277265,116.98161066626757,23.78628163323303
2016-03-14,46.37896978790567,47.153273405062514,46.30858038080689,46.78371810913086,24083600,0.24054372877642294,0.09700058611406293,60.10154071641883,143.60525143664754,24.14668809313873
2016-03-15,46.41414850853452,47.15325546264648,46.405351094686594,47.15325546264648,21104800,0.3153583902082815,0.14067214693290664,61.050441146267005,151.6124052751537,24.760845196276716
2016-03-16,47.03007745796675,48.0419480035488,46.98608367016072,47.82197570800781,31691700,0.42372524263861777,0.19728276607404888,61.12753981411361,201.00677790698484,21.84898894892537
2016-03-17,47.69878724082603,48.39390043444698,47.514011335638855,48.0947380065918,28223900,0.5255580853968453,0.2629378299386082,67.46353435742684,198.79854200072134,20.52635144975305
2016-03-18,48.32349604610643,48.36749317564891,47.03006166509295,47.06525802612305,67625500,0.5172286266042576,0.31379598927173813,62.58427807133394,127.46599956613605,19.38006561713704
2016-03-21,46.85410560861065,47.45243060603025,46.57254129882629,47.39083862304688,23925700,0.5307805953777276,0.357192910492936,57.079641773636816,86.41401044194984,18.386617895536496
2016-03-22,47.17084773919008,47.73397613722357,47.03886305242786,47.57559585571289,23124100,0.550087921719161,0.395771912738181,56.30627045948869,100.3720986116663,19.448366043756046
2016-03-23,47.61079760942945,47.72518412713834,47.28523959680764,47.48761367797852,20129000,0.5519274148258617,0.4270030131557172,59.66584321688638,94.08952105001133,21.259804350989008
2016-03-24,47.37322965941259,47.80437679874612,47.27644132059216,47.69878768920898,19950000,0.5639246320893676,0.4543873369424473,63.13239922171874,91.34992191464532,22.25209108375171
2016-03-28,47.69878847409807,47.76918121494782,46.92448846381466,47.1092643737793,17025100,0.5198701688046867,0.4674839033148952,65.74656771577608,58.07329324701155,23.11207291881272
2016-03-29,47.21483878176035,48.27070614518353,47.03006291620149,48.13872146606445,23924300,0.5615520505866769,0.4862975327692516,67.9576248201844,95.70497906063179,20.160728799139402
2016-03-30,48.3323071646274,48.95702760239705,48.30591156645727,48.43789291381836,23008300,0.6116748706003818,0.5113730003354777,64.40665224164405,143.92385399572572,22.717460802051676
2016-03-31,48.34991504264073,48.913043626575416,48.27072487574297,48.596282958984375,26360500,0.6566093358027132,0.5404202674289248,72.52128716580111,129.23221285320827,24.93329520457565
2016-04-01,48.43788883523938,48.93062788415821,48.0155425175276,48.89543151855469,24399200,0.7081953764163842,0.5739752892264167,69.592469672383,119.0145129937494,26.722561353720586
2016-04-04,48.77226638793945,48.97464053337143,48.39391370319357,48.77226638793945,18928800,0.7307160487977669,0.6053234411406868,67.60135655302639,117.76884279783471,29.498855935465
2016-04-05,48.56108746539638,48.657875821864,47.918768702897225,48.00675964355469,19272300,0.6789671367376968,0.6200521802600889,57.0597994589216,72.10743917752633,31.904977906310155
2016-04-06,47.83077831797999,48.56988539366773,47.69879359297786,48.49949264526367,21188700,0.6699919364083016,0.6300401314897315,55.77216198596148,72.81948290187692,33.990283614375954
2016-04-07,48.27950893671292,48.31470530260089,47.71638050854619,47.91875457763672,19225100,0.6089981650984129,0.6258317382114678,48.57544992536497,38.479565551517254,35.87122678978648
2016-04-08,48.103532441743575,48.64026529581925,47.79557261883639,47.88356018066406,22167200,0.5514633420618082,0.6109580589815359,57.89482594527915,44.40094801765713,33.87437811554464
2016-04-11,47.9451501457486,48.52587671586448,47.77796909783754,47.78676986694336,21414200,0.4923805543481592,0.5872425580548606,53.996292905156395,28.1368990929484,32.14377593120171
2016-04-12,47.839566285751005,48.20032065880134,47.30283343295434,48.0859375,24944300,0.4643446708351604,0.5626629806109206,55.03480023453562,-3.4115957605010934,30.64392070477117
2016-04-13,48.49947684016809,48.781041029005735,48.2971027892229,48.70185089111328,20818000,0.4862202500424502,0.5473744344972266,60.84901126602528,104.23288762488914,34.22609019778175
2016-04-14,48.58747890046673,48.90423952475034,48.455494188178335,48.71066284179688,20877100,0.49852121272328276,0.5376037901424379,59.38013860667699,107.70327569278601,37.77485387902031
2016-04-15,48.65786854511314,49.20339886956099,48.49069081763205,48.9658317565918,28793800,0.5228329207021858,0.5346496162543874,68.34786018035408,120.2320393472566,37.72065475348883
2016-04-18,48.82504910585396,49.79292580238987,48.578677868009216,49.67853927612305,23786000,0.592776506338268,0.5462749942711635,66.23387487271225,163.3245719594536,33.11015245346825
2016-04-19,49.82812587166721,49.95130982147799,48.99223046815151,49.61695098876953,29596800,0.635907298300296,0.56420145507699,63.08603557260376,164.96105342276408,31.28178059524408
2016-04-20,49.52895940213276,49.713735311888726,48.82504877698336,48.91303634643555,36195700,0.6062996875054338,0.5726211015626788,53.135831525010744,104.09617737936543,29.697191651449796
2016-04-21,49.09780219159487,49.47615470439963,48.76344345449788,49.080204010009766,38909100,0.5895287554868318,0.5760026323475094,51.87831604973891,90.16848934717883,28.323881233494753
2016-04-22,45.67504402649732,46.13258677109316,44.67197096802247,45.5606575012207,126834100,0.28890931510746753,0.518583968899501,30.68774160279743,-316.5907167935173,27.133678871267044
2016-04-25,45.56066338453399,45.868626629814045,45.428682013566295,45.85102844238281,33226900,0.07325234356269306,0.4295176438321394,36.251386753342814,-244.9649727741751,29.890128568930734
