Date,Open,High,Low,Close,Volume,MACD,Signal,RSI,CCI,ADX
2016-02-01,95.94619280500125,97.3103936086316,95.89941616175804,97.1388931274414,6189900,1.132937517691147,0.46836893395348655,70.97461800522939,186.16491080224435,36.01115450427709
2016-02-02,96.70235637193622,96.92841871301802,95.96178661005344,96.62439727783205,7653000,1.2676993627233912,0.6282350197074675,67.32311086734705,145.56536248753937,34.7670313339821
2016-02-03,96.94401139549586,97.1155118839342,94.20001547537004,94.69113159179688,9327000,1.204614663931352,0.7435109485522444,66.754655161194,89.75925004625856,33.072228611977124
2016-02-04,94.35593198667284,94.51183828461686,92.54739157227952,94.05970764160156,7595000,1.0910915259569833,0.8130270640331922,61.06249758808314,32.777186564342806,31.603399586239473
2016-02-05,94.05189149096137,94.05189149096137,89.6162886278511,89.95928955078125,13261700,0.6626159259861737,0.7829448364237885,50.49810399125908,-49.305206986906896,30.33041443060018
2016-02-08,88.90693179527948,90.70767524020472,87.86234049201788,90.4660186767578,11311500,0.35978732721531514,0.6983133345820939,46.44787204149171,-96.33261423312285,29.22716062904612
2016-02-09,90.06844103035779,91.83021069906654,89.9203258879498,91.21437072753906,7525700,0.1781259125458945,0.5942758501748541,53.12981722498953,-54.85603666597067,32.59212136325932
2016-02-10,92.0017181250878,92.39928696185514,91.40926936739126,91.6275405883789,5726300,0.06672808752948356,0.48876629764577995,49.17223845884207,-29.424695888305,37.07281976426978
2016-02-11,90.22434915090663,91.5963471652189,90.18537555036656,90.99610137939452,7568600,-0.07168106369900329,0.3766768253768233,45.45456967134505,-59.771899326786794,40.956091711812185
2016-02-12,90.98831741859088,92.24338291762042,90.50499831204174,91.93156433105467,8552800,-0.10468057847549517,0.28040534460635963,46.61697573591325,-42.63964881140954,41.44672553693202
2016-02-16,92.31352831985818,92.9059829711914,91.67430296754532,92.9059829711914,10835800,-0.051610556611692004,0.21400216436274933,46.67378162798232,-16.20132806272267,43.44370680039123
2016-02-17,92.90596996134246,93.077470437511,90.98829417294073,92.48501586914062,12729000,-0.04302474640778087,0.1625967822086433,44.09743647930522,-29.89829414840199,44.449082234587834
2016-02-18,92.61753899582996,93.12424333812024,91.151999710345,91.3390884399414,9707100,-0.12722067582622287,0.10463329060167006,36.18044767688188,-45.69749564299654,45.56152567048926
2016-02-19,91.20656574452232,91.47940470897026,90.278907317956,90.84017944335938,10793700,-0.23153534759563854,0.037399562962208345,29.96144189043484,-81.91321450320484,46.52564331493716
2016-02-22,90.84018005899036,92.11083944801308,90.84018005899036,91.7288589477539,6223300,-0.23973297501204627,-0.018026944632642577,31.141372685436394,-53.78405661976979,44.116281108522024
2016-02-23,91.47940845201654,92.10304549408052,91.08963678758744,91.1286163330078,5276700,-0.2913062196056444,-0.07268279962724294,30.95631502502785,-53.44357139941891,42.67390219060611
2016-02-24,90.6764964295701,91.46383700161306,90.27113644098596,91.25335693359376,5349800,-0.31844206168089784,-0.12183465203797393,36.380606488522986,-64.22559311808129,41.42384046174565
2016-02-25,91.54176357868684,92.37587461367208,91.3312895192268,92.2745361328125,6034000,-0.2546117789055131,-0.14839007741148177,43.139568294699586,-25.124771994905856,42.80341749310899
2016-02-26,92.66728168275615,92.89505663416784,91.24561482540643,91.94466400146484,5193700,-0.22801532534107594,-0.1643151269974006,60.743264275870885,-20.14173379122212,41.2608358042178
2016-02-29,91.74044356466264,92.9735982276444,91.66975004012856,92.04676818847656,6467700,-0.19643411944959155,-0.1707389254878388,58.94548054455557,-3.9369467367101283,40.9611034702257
2016-03-01,92.61229086926068,93.61766459141108,92.50232250043167,93.3506088256836,4731500,-0.06544236463548714,-0.14967961331736848,61.37391531825313,64.02092726576319,42.35984275357483
2016-03-02,93.12282128799367,93.25635215761858,92.41592205968374,93.05998992919922,4267700,0.01474901123590655,-0.11679388840671348,57.72759600536038,75.43055788133564,43.57208346581074
2016-03-03,92.27454284881917,92.27454284881917,90.57797028516887,91.65403747558594,9132000,-0.03474681891076159,-0.10038447450752311,53.27562303195597,-24.75135763562271,44.622692083081866
2016-03-04,91.67760410749108,92.2509784958527,91.03353619621504,92.03890991210938,5857400,-0.04242755336100856,-0.0887930902782202,50.56543356336479,13.101476112570447,46.480560250363915
2016-03-07,91.92108668415352,92.3452298225237,91.20633127889056,92.01534271240234,5640700,-0.04984172245551122,-0.08100281671367841,44.78637807400846,19.172598754478226,48.42333538551462
2016-03-08,91.2770142129178,93.53125467031992,91.2770142129178,93.01285552978516,6236200,0.02449112448339008,-0.05990402847426472,52.8944864812399,103.49846595831816,43.17485392100607
2016-03-09,93.65694192694669,94.4109722868524,93.04429263405454,93.97112274169922,6428200,0.15889297731489194,-0.016144627316433388,64.73644192324775,217.67768920769308,42.95410045379056
2016-03-10,94.1831779978338,94.92935203620527,93.20136689866116,94.2381591796875,6171200,0.28368488011567194,0.043821274169987684,69.53201745768891,200.0642227575183,40.72901368097928
2016-03-11,94.63874115420404,95.83262689945369,94.5366349492484,95.47132110595705,7042300,0.4765953293615439,0.13037608520829894,70.69266333693302,241.4039971514669,41.18586365917608
2016-03-14,95.67553477367258,96.9950892506383,95.39277267200136,96.53167724609376,7912100,0.7068915235182232,0.2456791728702838,78.42793925439237,242.08284333453494,37.81532786447159
2016-03-15,96.06040478250378,97.20715948027085,95.98971126399437,96.94795989990234,5061400,0.9124750038762102,0.3790383390714691,79.07004278700512,203.1454362407718,36.06062186678376
2016-03-16,96.86941502298208,97.44278936860847,96.35101586858052,97.01864624023438,6716700,1.0687849030563825,0.5169876518684517,76.82066703588109,171.19597492280207,35.22030630373495
2016-03-17,96.82231002747456,97.27787195358935,96.69664128484014,96.73591613769533,6108700,1.1565160705527546,0.6448933356053124,77.2323399295255,140.58773125699648,35.14350035346313
2016-03-18,96.94794554626353,97.48990713543024,96.41384012299017,97.45848846435548,14783800,1.2697127427059627,0.7698572170254425,78.7323846674202,126.8877196203986,34.2344523063196
2016-03-21,97.12862451881324,97.78839879088174,96.64950015778722,97.2464370727539,4050100,1.3270141526958952,0.8812886041595331,73.39648956895778,113.60888329418957,32.23474321003954
2016-03-22,97.2307480929143,97.70201637033529,97.0500921571106,97.25431060791016,3494500,1.3574138396498086,0.9765136512575883,76.07460429784804,102.88462871817333,31.5659936077127
