,Open,High,Low,Close,Volume,MACD,Signal,RSI,CCI,ADX
2016-03-01,0.7696549322204139,0.8017238974571228,0.7684308982904684,0.8017238974571228,348700000,0.030124542148663558,0.017948422028010995,92.94907260570702,103.28697969569417,29.42713580145615
2016-03-02,0.7973174568824613,0.809312721089774,0.795848639491337,0.8063750863075256,233812000,0.03262470370483728,0.020883678363376252,93.74268697800153,103.92165398534995,28.92835292474474
2016-03-03,0.8053960497303775,0.8088232520615292,0.7885047632002071,0.7992760539054871,302004000,0.03364542366458456,0.023436027423617917,92.0430132375723,88.3057137223197,28.49607443159485
2016-03-04,0.8053960372348657,0.8061304460608844,0.7907079774448152,0.796828031539917,175304000,0.03386642556782171,0.025522107052458675,90.56288462620883,79.27682414506474,28.384224521977092
2016-03-07,0.792421659037912,0.7978073048537965,0.7814055838943377,0.7916872501373291,239968000,0.033243542211258914,0.027066394084218726,86.43448367497942,66.4485031146672,28.287287933641704
2016-03-08,0.7836086898629779,0.7882599260616489,0.7747958427789757,0.7772438526153564,274940000,0.03122450454027592,0.027898016175430168,78.31799653083206,52.39665245353767,28.203276223751033
2016-03-09,0.7840983494984264,0.7853223252876144,0.7667174380437028,0.7767543196678162,222788000,0.02924775154821735,0.028167963249987604,67.82129669158171,44.499791353349856,28.13046607517912
2016-03-10,0.7814054908224167,0.785811943701068,0.7598630268551007,0.7755302786827087,286084000,0.02726806144396665,0.027987982888783413,64.37026754360738,36.90633535548871,27.891382652060297
2016-03-11,0.7870359743865145,0.7889944174798202,0.7777335593800968,0.7887495756149292,277400000,0.026460805858944836,0.0276825474828157,59.781964043193085,51.48034297628967,30.663494091075258
2016-03-14,0.7850776948334461,0.7938905440210482,0.7814056500197902,0.7907081246376038,190312000,0.02568303054076293,0.027282644094405145,59.78492774779454,59.294976096452295,31.331297508922866
2016-03-15,0.7865462431436427,0.7916870457554053,0.7728373778137906,0.7867910265922546,226216000,0.024468503247506823,0.02671981592502548,55.30594773285364,42.988304137920636,31.910060471057463
2016-03-16,0.780915887830473,0.8129848571844936,0.7772438439343358,0.8102920055389404,363644000,0.025112829150275462,0.02639841857007548,63.272956321937706,107.48535905199905,28.983096122724582
2016-03-17,0.8073545377042475,0.8112713072349798,0.7924216349989597,0.8034377098083496,353680000,0.024784675378776044,0.026075669931815596,62.389146553448086,110.3891430523899,26.96715846196645
2016-03-18,0.8129847816747223,0.8384440696510451,0.8078439206976117,0.8276728391647339,545512000,0.02617841507479124,0.026096218960410728,70.94008414091856,208.54435817928587,26.21673191255285
2016-03-21,0.8203289997574914,0.8303658238493573,0.8115161515563861,0.8301210403442383,337780000,0.02716734495835571,0.026310444159999724,62.71936686292905,176.24480726322403,24.822274753644063
2016-03-22,0.8274282272210809,0.8345274156237956,0.8183705373628398,0.8286522030830383,242012000,0.027515375997766545,0.026551430527553092,60.2709512037207,162.99865919263453,22.222693169284554
2016-03-23,0.8323241771834499,0.8489706210388105,0.8286521331770266,0.8428506255149841,429008000,0.02860712203748561,0.026962568829539596,68.85584586417684,186.1322728602869,22.23864008430255
2016-03-24,0.8352617595864944,0.8455434245077988,0.8325689662072888,0.8440746068954468,244956000,0.029234111072886648,0.027416877278209007,70.66371778308188,161.57141113602987,21.38386519486664
2016-03-28,0.8426056563063457,0.856314521249552,0.8416264641743633,0.8526425361633301,265388000,0.03007567107272846,0.0279486360371129,75.88341655226594,164.72557857760617,22.26518379389393
2016-03-29,0.8489705167608066,0.8683098099671758,0.8470121324413663,0.8663514256477356,261812000,0.031485856888195496,0.028656080207329418,88.07521843286612,163.34633268753154,24.532825799943343
2016-03-30,0.8695340328908683,0.8874045125583454,0.8690444075220363,0.8754092454910278,376700000,0.032954451268004115,0.029515754419464357,89.27862716611429,172.93247152065058,21.870047807628552
