,Open,High,Low,Close,Volume,MACD,Signal,RSI,CCI,ADX
2016-03-01,31.46405679864313,31.68890190124512,31.311739071933378,31.68890190124512,12358300,0.2050368959151072,0.20623245870469434,54.12259970211544,48.86388519938894,35.51842003589196
2016-03-02,31.52933596719285,31.74692916870117,31.493068127901736,31.74692916870117,12856300,0.20818834105782358,0.2066236351753202,65.02470041796721,62.80428037447717,38.29995592916099
2016-03-03,31.63087685292308,31.89924168865716,31.58010520202332,31.884735107421875,13134800,0.21927797163957408,0.20915450246817097,68.85639974022904,81.57910532228635,37.563936774071976
2016-03-04,31.754173961268663,32.02254152428169,31.681643832633664,31.993528366088867,13691500,0.23414619889342347,0.21415284175322147,64.04497369935348,97.31908269575705,34.738760523104446
2016-03-07,31.848475098170148,32.015296658611035,31.812210022743507,31.92100524902344,10695300,0.23734144225924325,0.21879056185442586,59.53101816577799,96.24403999912448,33.75267925772969
2016-03-08,31.8557174557342,32.254641466368085,31.77593542045449,32.145843505859375,18900200,0.25507590763807286,0.22604763101115527,61.55999733366351,124.92101025357235,29.29393114718537
2016-03-09,32.19661478018503,32.51575398503038,32.12408465190947,32.50124740600586,18466600,0.2944148921187768,0.2397210832326796,65.15161677410194,181.16019087320973,28.919283579633262
2016-03-10,32.5230100898647,32.82763998816644,32.40696020953345,32.80588150024414,28908600,0.34618217360706893,0.26101330130755745,67.29864937453976,217.80679065086105,25.18122584760604
2016-03-11,32.89360058381747,33.07634280928312,32.842432983761086,33.039794921875,16129300,0.40145524916410125,0.2891016908788662,68.43919337475124,244.2698585831485,25.18283226536648
2016-03-14,32.92282957925273,33.200595666298945,32.92282957925273,33.10557174682617,13206700,0.4454325308739513,0.32036785887788327,73.1796146046524,211.67995988525743,23.875099349366184
2016-03-15,32.952079662844234,33.30294440355958,32.944768412256884,33.069034576416016,13686300,0.47189686584611934,0.35067366027153046,70.80879369010339,171.97124610605832,21.67461155583385
2016-03-16,32.93014144897461,33.01785691773405,32.564657075981714,32.93014144897461,15386100,0.4761734957196211,0.3757736273611486,65.57471598107952,110.1383245838906,19.76752213477249
2016-03-17,32.930145335106296,33.5587789769879,32.87166927850732,33.456443786621094,24080000,0.5160818851396698,0.4038352789168529,90.46633719240054,143.90602095141884,20.84475253025615
2016-03-18,33.50760994763383,33.52953811936679,33.178673429516,33.332176208496094,23853400,0.5315547836082004,0.4293791798551224,86.67728473326383,127.33563057800792,18.764242088602536
2016-03-21,33.20060813610491,33.52954471896713,33.15675178400677,33.38335037231445,9740400,0.5417020899652627,0.45184376187715053,84.73810121523672,111.35666231096089,16.961188451909887
2016-03-22,33.29563831691381,33.42721296364159,33.178683385203065,33.259090423583984,13788300,0.5335665410304458,0.4681883177078096,80.18137575129103,92.64143636060165,15.166464509497043
2016-03-23,33.1859944127137,33.412593022882966,33.14944373120529,33.22985076904297,9292100,0.5187794970180661,0.47830655356986096,78.06350408997801,80.88621832668139,13.611037092739245
2016-03-24,33.222535370353064,33.33217902671286,33.03248190451621,33.317562103271484,10890200,0.5082791046161361,0.484301063779116,77.86882152632867,70.06781430541976,12.262999998215818
2016-03-28,33.30294350976432,33.573401217310725,33.26639283465871,33.47837448120117,13306600,0.5070882848242135,0.48885850798813557,81.60548477149106,84.83565860868578,13.904912860745227
2016-03-29,33.52222589525095,33.99735388948627,33.48567801699044,33.975425720214844,25010400,0.5400273335715298,0.4990922731048144,83.43562644655754,117.92928241620196,18.414807009318945
2016-03-30,34.08507846365068,34.15817423372549,33.86578836500138,34.04853057861328,14312200,0.5655118495441229,0.5123761883926762,81.52987250026041,133.31847639995263,17.575959708937226
2016-03-31,34.026611470575986,34.267832615020964,33.85848891009579,33.9096565246582,15544500,0.567955499069889,0.5234920505281188,74.12182124969155,126.76103957424003,17.71917824585585
2016-04-01,33.72691461977941,34.26052174069771,33.70498643856078,34.231285095214844,14922900,0.589054591944226,0.5366045588113402,75.077317352808,128.2902775220103,17.843300977851996
2016-04-04,34.23857571706425,34.304363014862915,33.99004623520534,34.275123596191406,10629800,0.6023694358189005,0.5497575342128522,74.84501796576052,137.57327240333453,16.212434028332872
2016-04-05,34.07776927653113,34.21665515187575,33.94619465169153,34.01198196411133,10696700,0.5849453293346158,0.556795093237205,68.27205393178693,111.47701221308067,14.799016005416295
2016-04-06,34.04123090332088,34.15818584826276,33.90234777758547,34.1435661315918,9122700,0.5751246629213327,0.5604610071740306,73.58004667202377,100.27051537233945,13.574053718888596
2016-04-07,33.99005339917828,34.04853224884668,33.741523864937605,33.887718200683594,9292000,0.5404667598422179,0.556462157707668,59.36520454078556,63.30681473212836,12.512419737231257
2016-04-08,33.94619265989532,34.340916511253674,33.94619265989532,34.2605094909668,11959300,0.536892303266157,0.5525481868193659,68.19505192562187,97.9852077820382,13.912120836693326
2016-04-11,34.28243764571367,34.45056013417263,33.9242617087883,33.946189880371094,11880100,0.5028994432429172,0.5426184381040762,59.99997288970039,77.26731375881114,16.20260449220539
2016-04-12,33.924263366528045,34.18010134224459,33.88040423279458,34.09969711303711,11219100,0.4827814040272074,0.5306510312887025,64.78144444414632,62.3518621563654,18.18769032698251
2016-04-13,34.18741555246883,34.19472401451153,33.49299454456006,33.65380859375,13234100,0.4259481705785788,0.5097104591466778,56.50221854025667,11.824085401804977,20.076189342927382
2016-04-14,33.6684353515891,33.78539028772123,33.441833942896906,33.50031280517578,12982200,0.3643219199781029,0.4806327513129628,52.74739895464989,-36.48995913860484,21.712888490079607
2016-04-15,33.49299576247416,33.74152530733911,33.3906605596048,33.69766616821289,13647800,0.3276307164738199,0.4500323443451342,53.26091395897621,-34.71893053638075,23.1313610842782
2016-04-18,33.69766304701103,33.82923766377761,33.49299266022962,33.78538131713867,11538100,0.3021475835403393,0.42045539218417527,46.78227957655964,-19.642362656245286,21.46037307429234
