Date,Open,High,Low,Close,Volume,MACD,Signal,RSI,CCI,ADX
2009-01-30,10.239104276769616,10.354946006010422,9.59554020543274,9.634154319763184,75292400,-0.17997989056557806,-0.15968156109520762,36.46324701373071,-104.74679259547878,45.06028688620455
2009-02-02,9.563364759295109,9.94950356389009,9.544058003190573,9.8529691696167,55290500,-0.20363927028555473,-0.16847310293327705,41.524222991549934,-105.23065594949274,45.78608820762477
2009-02-03,9.96237102087871,10.136133605865208,9.65989636469928,10.052470207214355,65932300,-0.20394053321751215,-0.1755665889901241,43.7966598915869,-72.24003180944885,42.338351290049985
2009-02-04,10.116824152231375,10.399991983413276,9.898012339442923,10.194051742553713,95781900,-0.19055820325715978,-0.17856491184353124,50.80639802825778,-31.09011161312258,38.01644786261792
2009-02-05,10.000984976923949,10.715340827507628,9.94306411616707,10.522272109985352,115564600,-0.1517190470172416,-0.17319573887827333,54.06627726077437,19.61734587738449,37.339893276529665
2009-02-06,10.567324006651248,10.998512061327382,10.432174888990918,10.966334342956545,62910000,-0.08413674879148836,-0.15538394086091634,58.33334008134871,113.62500321717957,33.53145674128354
2009-02-09,10.934152794097418,10.97276629245034,10.696034788836572,10.844054222106934,37624300,-0.03998337094687621,-0.13230382687810832,63.73133763870081,122.40864723612665,32.21845525830677
2009-02-10,10.676729804425614,10.895541723006469,10.245541756339966,10.329204559326172,69149100,-0.04600524606597922,-0.1150441107156825,52.56977219113305,47.68713119324345,31.0805206397269
2009-02-11,10.412864123412714,10.470784972751904,10.2004880850026,10.406428337097168,46279800,-0.04403866172381754,-0.10084302091730951,56.06058224734307,21.31330476898114,30.09431063695768
2009-02-12,10.277717340553696,10.438607728191828,10.058905480465128,10.425737380981444,57645800,-0.040455702835641816,-0.08876555730097599,52.53679137539679,8.37002532780923,29.23959530122436
2009-02-13,10.425739141358225,10.593064730854326,10.264847499052753,10.361382484436035,43639500,-0.04232123160396384,-0.07947669216157356,48.27588849937416,27.644343110775687,30.37510459717999
